// GENERATED - do not edit. Run the extractor in docs/tools instead.
// Source: the ACTIVE 'entry viewkick' line of whichever models/weapons/<name>.tik the engine
// actually resolves - main < mainta < maintt < the mod's own tree, LAST wins. The first cut of
// this table took the FIRST copy it found, which handed four weapons Spearhead's numbers: a G43
// with 16 degrees of yaw per shot against the 1.0 its loaded TIK authors.
// name pitchmin pitchmax yawmin yawmax recenter pattern pitchclamp yawclamp scatterpitch mindecay maxdecay
g43_bloody -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_blued -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_camo_desert -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_camo_winter -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_camo_woodland -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_chrome -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_dhg43fleck -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_gold -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_hobbsg43urb -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_hobbsg43wood -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43_lv_ttg43 -4.5 -5.0 -1.0 1.0 6 T 8 8 8 12.0 25.0
g43sniper -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_bloody -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_blued -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_camo_desert -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_camo_winter -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_camo_woodland -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_chrome -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
g43sniper_gold -1.8 -1.8 -0.2 0.05 3.2 T 12 0.2 2.2 12.0 25.0
garand_scoped -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
garand_silenced -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
greasegun -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
greasegun_silenced -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
it_w_beretta -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_bloody -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_blued -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_camo_desert -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_camo_winter -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_camo_woodland -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_chrome -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_gold -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_beretta_lv_ttberetta -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
it_w_breda -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_bloody -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_blued -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_camo_desert -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_camo_winter -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_camo_woodland -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_chrome -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_breda_gold -1.96 -1.96 -1.2 1.2 3.2 T 10 0.60 12.0 12.0 25.0
it_w_carcano -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_bloody -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_blued -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_camo_desert -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_camo_winter -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_camo_woodland -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_chrome -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_gold -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_bloody -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_blued -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_camo_desert -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_camo_winter -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_camo_woodland -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_chrome -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lite_gold -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_carcano_lv_ttcarcano -1.5 -2.0 -0.5 -0.5 4.5 T 5.0 2.0 5 12.0 25.0
it_w_moschetto -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_bloody -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_blued -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_camo_desert -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_camo_winter -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_camo_woodland -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_chrome -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
it_w_moschetto_gold -1.58 -1.58 -0.16 -0.16 0.9 V 8.5 8.6 16.0 12.0 25.0
johnson_m1941 -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_bloody -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_blued -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_camo_desert -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_camo_winter -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_camo_woodland -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_chrome -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
johnson_m1941_gold -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
kar98 -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_bloody -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_blued -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_camo_desert -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_camo_winter -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_camo_woodland -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_chrome -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_g98 -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_gold -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_hobbskarwood -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_hobbskarworn -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_bloody -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_blued -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_camo_desert -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_camo_winter -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_camo_woodland -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_chrome -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lite_gold -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_lv_ttkar98 -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_bloody -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_blued -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_camo_desert -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_camo_winter -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_camo_woodland -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_chrome -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98_mortar_gold -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
kar98sniper -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_bloody -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_blued -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_camo_desert -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_camo_winter -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_camo_woodland -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_chrome -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_g98scope -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_gold -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_lv_98ks -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98sniper_lv_ttkar98sn -2.0 -2.0 0.07 0.07 0.5 V 4.0 4.0 6.0 12.0 25.0
kar98snipersilenced -5.0 -5.0 0.07 0.07 0.5 V 8.0 8.0 12.0 12.0 25.0
lugerp08 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
lugerp08silenced -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
m10_revolver -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_bloody -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_blued -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_camo_desert -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_camo_winter -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_camo_woodland -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_chrome -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m10_revolver_gold -1.2 -1.2 -0.2 0.2 1 V 3.0 1.0 1.6 12.0 25.0
m1_garand -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_bloody -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_blued -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_camo_desert -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_camo_winter -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_camo_woodland -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_chrome -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_gold -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_guangarand -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_bloody -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_blued -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_camo_desert -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_camo_winter -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_camo_woodland -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_chrome -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lite_gold -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_lv_ttgarand -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
m1_garand_pagarand -2.5 -2.5 -0.1 -0.1 0.15 T 8.0 8.2 3.6 12.0 25.0
mauser_c96 -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_bloody -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_blued -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_c96trench -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_camo_desert -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_camo_winter -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_camo_woodland -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_chrome -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mauser_c96_gold -1.0 -1.0 -0.16 0.16 1.2 V 2.8 0.8 1.2 12.0 25.0
mg42portable -2.6 -2.6 -1.8 1.8 3.2 T 10 0.60 12.0 12.0 25.0
moschetto -1.65 -1.65 -0.12 0.12 1 V 8.5 8.6 16.0 12.0 25.0
mosin_nagant_rifle -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_bloody -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_blued -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_camo_desert -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
mosin_nagant_rifle_camo_winter -3.5 -4.0 -1.0 -1.05 2.5 T 5.0 2.0 5 12.0 25.0
